hgnc_symbol,ensembl_gene_id,entrezgene_id,mgi_symbol,ensembl_gene_id_mouse,entrezgene_id_mouse
FOXP3,ENSG00000049768,50943,Foxp3,ENSMUSG00000039521,20371
KITLG,ENSG00000049130,4254,Kitl,ENSMUSG00000019966,17311
TNFRSF17,ENSG00000048462,608,Tnfrsf17,ENSMUSG00000022496,21935
XK,ENSG00000047597,7504,Xk,ENSMUSG00000015342,22439
CP,ENSG00000047457,1356,Cp,ENSMUSG00000003617,12870
POLR2B,ENSG00000047315,5431,Polr2b,ENSMUSG00000029250,231329
ATP6V1H,ENSG00000047249,51606,Atp6v1h,ENSMUSG00000033793,108664
EPHA3,ENSG00000044524,2042,Epha3,ENSMUSG00000052504,13837
ADRB1,ENSG00000043591,153,Adrb1,ENSMUSG00000035283,11554
TNC,ENSG00000041982,3371,Tnc,ENSMUSG00000028364,21923
CTNS,ENSG00000040531,1497,Ctns,ENSMUSG00000005949,83429
C6,ENSG00000039537,729,C6,ENSMUSG00000022181,12274
MSR1,ENSG00000038945,4481,Msr1,ENSMUSG00000025044,20288
FLT4,ENSG00000037280,2324,Flt4,ENSMUSG00000020357,14257
USP2,ENSG00000036672,9099,Usp2,ENSMUSG00000032010,53376
CUL3,ENSG00000036257,8452,Cul3,ENSMUSG00000004364,26554
TIMP2,ENSG00000035862,7077,Timp2,ENSMUSG00000017466,21858
PIAS1,ENSG00000033800,8554,Pias1,ENSMUSG00000032405,56469
LRRC7,ENSG00000033122,57554,Lrrc7,ENSMUSG00000028176,242274
TBPL1,ENSG00000028839,9519,Tbpl1,ENSMUSG00000071359,237336
TNFRSF1B,ENSG00000028137,7133,Tnfrsf1b,ENSMUSG00000028599,21938
CD44,ENSG00000026508,960,Cd44,ENSMUSG00000005087,12505
FAS,ENSG00000026103,355,Fas,ENSMUSG00000024778,14102
VIM,ENSG00000026025,7431,Vim,ENSMUSG00000026728,22352
ALAS1,ENSG00000023330,211,Alas1,ENSMUSG00000032786,11655
RNF10,ENSG00000022840,9921,Rnf10,ENSMUSG00000041740,50849
GABRA1,ENSG00000022355,2554,Gabra1,ENSMUSG00000010803,14394
SPAST,ENSG00000021574,6683,Spast,ENSMUSG00000024068,50850
PLEKHB1,ENSG00000021300,58473,Plekhb1,ENSMUSG00000030701,27276
MNAT1,ENSG00000020426,4331,Mnat1,ENSMUSG00000021103,17420
ADGRA2,ENSG00000020181,25960,Adgra2,ENSMUSG00000031486,78560
HGF,ENSG00000019991,3082,Hgf,ENSMUSG00000028864,15234
MARCO,ENSG00000019169,8685,Marco,ENSMUSG00000026390,17167
SLC11A1,ENSG00000018280,6556,Slc11a1,ENSMUSG00000026177,18173
CNTN1,ENSG00000018236,1272,Cntn1,ENSMUSG00000055022,12805
IGF1,ENSG00000017427,3479,Igf1,ENSMUSG00000020053,16000
BID,ENSG00000015475,637,Bid,ENSMUSG00000004446,12122
CD6,ENSG00000013725,923,Cd6,ENSMUSG00000024670,12511
GABRA3,ENSG00000011677,2556,Gabra3,ENSMUSG00000031343,14396
CEP68,ENSG00000011523,23177,Cep68,ENSMUSG00000044066,216543
SYT7,ENSG00000011347,9066,Syt7,ENSMUSG00000024743,54525
CD4,ENSG00000010610,920,Cd4,ENSMUSG00000023274,12504
STAB1,ENSG00000010327,23166,Stab1,ENSMUSG00000042286,192187
CD9,ENSG00000010278,928,Cd9,ENSMUSG00000030342,12527
RANBP9,ENSG00000010017,10048,Ranbp9,ENSMUSG00000038546,56705
UBE3C,ENSG00000009335,9690,Ube3c,ENSMUSG00000039000,100763
ADAM22,ENSG00000008277,53616,Adam22,ENSMUSG00000040537,11496
SYN1,ENSG00000008056,6853,Syn1,ENSMUSG00000037217,20964
DNAJC11,ENSG00000007923,55735,Dnajc11,ENSMUSG00000039768,230935
GAS7,ENSG00000007237,8522,Gas7,ENSMUSG00000033066,14457
NOS2,ENSG00000007171,4843,Nos2,ENSMUSG00000020826,18126
GTF2IRD1,ENSG00000006704,9569,Gtf2ird1,ENSMUSG00000023079,57080
TNFRSF12A,ENSG00000006327,51330,Tnfrsf12a,ENSMUSG00000023905,27279
CX3CL1,ENSG00000006210,6376,Cx3cl1,ENSMUSG00000031778,20312
AP2B1,ENSG00000006125,163,Ap2b1,ENSMUSG00000035152,71770
ABCC8,ENSG00000006071,6833,Abcc8,ENSMUSG00000040136,20927
ITGAL,ENSG00000005844,3683,Itgal,ENSMUSG00000030830,16408
FBXL3,ENSG00000005812,26224,Fbxl3,ENSMUSG00000022124,50789
CROT,ENSG00000005469,54677,Crot,ENSMUSG00000003623,74114
CREBBP,ENSG00000005339,1387,Crebbp,ENSMUSG00000022521,12914
POLR2J,ENSG00000005075,5439,Polr2j,ENSMUSG00000039771,20022
CDC27,ENSG00000004897,996,Cdc27,ENSMUSG00000020687,217232
BAD,ENSG00000002330,572,Bad,ENSMUSG00000024959,12015
ADAMTS16,ENSG00000145536,170690,Adamts16,ENSMUSG00000049538,271127
AGO4,ENSG00000134698,192670,Ago4,ENSMUSG00000042500,76850
AGT,ENSG00000135744,183,Agt,ENSMUSG00000031980,11606
AK1,ENSG00000106992,203,Ak1,ENSMUSG00000026817,11636
AMBRA1,ENSG00000110497,55626,Ambra1,ENSMUSG00000040506,228361
ANAPC15,ENSG00000110200,25906,Anapc15,ENSMUSG00000030649,75430
ANXA1,ENSG00000135046,301,Anxa1,ENSMUSG00000024659,16952
APEX1,ENSG00000100823,328,Apex1,ENSMUSG00000035960,11792
ARHGAP24,ENSG00000138639,83478,Arhgap24,ENSMUSG00000057315,231532
ARID1A,ENSG00000117713,8289,Arid1a,ENSMUSG00000007880,93760
ASB2,ENSG00000100628,51676,Asb2,ENSMUSG00000021200,65256
ASH2L,ENSG00000129691,9070,Ash2l,ENSMUSG00000031575,23808
ASPH,ENSG00000198363,444,Asph,ENSMUSG00000028207,65973
ATF3,ENSG00000162772,467,Atf3,ENSMUSG00000026628,11910
ATG3,ENSG00000144848,64422,Atg3,ENSMUSG00000022663,67841
ATG7,ENSG00000197548,10533,Atg7,ENSMUSG00000030314,74244
ATG9A,ENSG00000198925,79065,Atg9a,ENSMUSG00000033124,245860
BAG4,ENSG00000156735,9530,Bag4,ENSMUSG00000037316,67384
BAK1,ENSG00000030110,578,Bak1,ENSMUSG00000057789,12018
BARD1,ENSG00000138376,580,Bard1,ENSMUSG00000026196,12021
BBC3,ENSG00000105327,27113,Bbc3,ENSMUSG00000002083,170770
BCL10,ENSG00000142867,8915,Bcl10,ENSMUSG00000028191,12042
BCL2A1,ENSG00000140379,597,Bcl2a1a,ENSMUSG00000102037,12044
BCL2L11,ENSG00000153094,10018,Bcl2l11,ENSMUSG00000027381,12125
BCL2L2,ENSG00000129473,599,Bcl2l2,ENSMUSG00000089682,12050
BIK,ENSG00000100290,638,Bik,ENSMUSG00000016758,12124
BIRC2,ENSG00000110330,329,Birc2,ENSMUSG00000057367,11797
BIRC3,ENSG00000023445,330,Birc3,ENSMUSG00000032000,11796
BIRC5,ENSG00000089685,332,Birc5,ENSMUSG00000017716,11799
BLM,ENSG00000197299,641,Blm,ENSMUSG00000030528,12144
BLNK,ENSG00000095585,29760,Blnk,ENSMUSG00000061132,17060
BMI1,ENSG00000168283,648,Bmi1,ENSMUSG00000026739,12151
BNIP3L,ENSG00000104765,665,Bnip3l,ENSMUSG00000022051,12177
BOLA2,ENSG00000183336,552900,Bola2,ENSMUSG00000047721,66162
BRCA1,ENSG00000012048,672,Brca1,ENSMUSG00000017146,12189
BRD2,ENSG00000204256,6046,Brd2,ENSMUSG00000024335,14312
BRD3,ENSG00000169925,8019,Brd3,ENSMUSG00000026918,67382
BRD4,ENSG00000141867,23476,Brd4,ENSMUSG00000024002,57261
BTK,ENSG00000010671,695,Btk,ENSMUSG00000031264,12229
C5AR1,ENSG00000197405,728,C5ar1,ENSMUSG00000049130,12273
CALCOCO2,ENSG00000136436,10241,Calcoco2,ENSMUSG00000006056,76815
CALR,ENSG00000179218,811,Calr,ENSMUSG00000003814,12317
CASP2,ENSG00000106144,835,Casp2,ENSMUSG00000029863,12366
CASP4,ENSG00000196954,837,Casp4,ENSMUSG00000033538,12363
CASS4,ENSG00000087589,57091,Cass4,ENSMUSG00000074570,320664
CCL4,ENSG00000275302,6351,Ccl4,ENSMUSG00000018930,20303
CCL7,ENSG00000108688,6354,Ccl7,ENSMUSG00000035373,20306
CCNG2,ENSG00000138764,901,Ccng2,ENSMUSG00000029385,12452
CCNI,ENSG00000118816,10983,Ccni,ENSMUSG00000063015,12453
CD244,ENSG00000122223,51744,Cd244,ENSMUSG00000004709,18106
CD24,ENSG00000272398,100133941,Cd24a,ENSMUSG00000047139,12484
CD300LF,ENSG00000186074,146722,Cd300lf,ENSMUSG00000047798,246746
CD36,ENSG00000135218,948,Cd36,ENSMUSG00000002944,12491
CD69,ENSG00000110848,969,Cd69,ENSMUSG00000030156,12515
CD70,ENSG00000125726,970,Cd70,ENSMUSG00000019489,21948
CD72,ENSG00000137101,971,Cd72,ENSMUSG00000028459,12517
CD83,ENSG00000112149,9308,Cd83,ENSMUSG00000015396,12522
CD86,ENSG00000114013,942,Cd86,ENSMUSG00000022901,12524
CDC25A,ENSG00000164045,993,Cdc25a,ENSMUSG00000032477,12530
CDK20,ENSG00000156345,23552,Cdk20,ENSMUSG00000021483,105278
CDKN1C,ENSG00000129757,1028,Cdkn1c,ENSMUSG00000037664,12577
CH25H,ENSG00000138135,9023,Ch25h,ENSMUSG00000050370,12642
CHEK1,ENSG00000149554,1111,Chek1,ENSMUSG00000032113,12649
CHEK2,ENSG00000183765,11200,Chek2,ENSMUSG00000029521,50883
CHN2,ENSG00000106069,1124,Chn2,ENSMUSG00000004633,69993
CHST8,ENSG00000124302,64377,Chst8,ENSMUSG00000060402,68947
CHUK,ENSG00000213341,1147,Chuk,ENSMUSG00000025199,12675
CIDEA,ENSG00000176194,1149,Cidea,ENSMUSG00000024526,12683
CIDEB,ENSG00000136305,27141,Cideb,ENSMUSG00000022219,12684
CKS1B,ENSG00000173207,1163,Cks1b,ENSMUSG00000028044,54124
CLIC4,ENSG00000169504,25932,Clic4,ENSMUSG00000037242,29876
CLSTN1,ENSG00000171603,22883,Clstn1,ENSMUSG00000039953,65945
CNN2,ENSG00000064666,1265,Cnn2,ENSMUSG00000004665,12798
COA5,ENSG00000183513,493753,Coa5,ENSMUSG00000026112,76178
COL6A3,ENSG00000163359,1293,Col6a3,ENSMUSG00000048126,12835
COTL1,ENSG00000103187,23406,Cotl1,ENSMUSG00000031827,72042
COX5B,ENSG00000135940,1329,Cox5b,ENSMUSG00000061518,12859
CREM,ENSG00000095794,1390,Crem,ENSMUSG00000063889,12916
CRIP1,ENSG00000213145,1396,Crip1,ENSMUSG00000006360,12925
CRYBA4,ENSG00000196431,1413,Cryba4,ENSMUSG00000066975,12959
CSK,ENSG00000103653,1445,Csk,ENSMUSG00000032312,12988
CXCL9,ENSG00000138755,4283,Cxcl9,ENSMUSG00000029417,17329
CYP7B1,ENSG00000172817,9420,Cyp7b1,ENSMUSG00000039519,13123
CYTIP,ENSG00000115165,9595,Cytip,ENSMUSG00000026832,227929
DAB2,ENSG00000153071,1601,Dab2,ENSMUSG00000022150,13132
DAPK1,ENSG00000196730,1612,Dapk1,ENSMUSG00000021559,69635
DDB2,ENSG00000134574,1643,Ddb2,ENSMUSG00000002109,107986
DDX58,ENSG00000107201,23586,Ddx58,ENSMUSG00000040296,230073
DICER1,ENSG00000100697,23405,Dicer1,ENSMUSG00000041415,192119
DLG1,ENSG00000075711,1739,Dlg1,ENSMUSG00000022770,13383
DNA2,ENSG00000138346,1763,Dna2,ENSMUSG00000036875,327762
DNMT1,ENSG00000130816,1786,Dnmt1,ENSMUSG00000004099,13433
DNMT3A,ENSG00000119772,1788,Dnmt3a,ENSMUSG00000020661,13435
DNMT3B,ENSG00000088305,1789,Dnmt3b,ENSMUSG00000027478,13436
DOCK1,ENSG00000150760,1793,Dock1,ENSMUSG00000058325,330662
DOCK2,ENSG00000134516,1794,Dock2,ENSMUSG00000020143,94176
DST,ENSG00000151914,667,Dst,ENSMUSG00000026131,13518
DUOXA1,ENSG00000140254,90527,Duoxa1,ENSMUSG00000027224,213696
DUSP7,ENSG00000164086,1849,Dusp7,ENSMUSG00000053716,235584
E2F1,ENSG00000101412,1869,E2f1,ENSMUSG00000027490,13555
EED,ENSG00000074266,8726,Eed,ENSMUSG00000030619,13626
EEF2K,ENSG00000103319,29904,Eef2k,ENSMUSG00000035064,13631
EHMT2,ENSG00000204371,10919,Ehmt2,ENSMUSG00000013787,110147
EIF1,ENSG00000173812,10209,Eif1,ENSMUSG00000035530,20918
ENPP6,ENSG00000164303,133121,Enpp6,ENSMUSG00000038173,320981
EPCAM,ENSG00000119888,4072,Epcam,ENSMUSG00000045394,17075
EPG5,ENSG00000152223,57724,Epg5,ENSMUSG00000039840,100502841
EPSTI1,ENSG00000133106,94240,Epsti1,ENSMUSG00000022014,108670
ERCC2,ENSG00000104884,2068,Ercc2,ENSMUSG00000030400,13871
ETS2,ENSG00000157557,2114,Ets2,ENSMUSG00000022895,23872
EXO1,ENSG00000174371,9156,Exo1,ENSMUSG00000039748,26909
EZH1,ENSG00000108799,2145,Ezh1,ENSMUSG00000006920,14055
EZH2,ENSG00000106462,2146,Ezh2,ENSMUSG00000029687,14056
F3,ENSG00000117525,2152,F3,ENSMUSG00000028128,14066
FADD,ENSG00000168040,8772,Fadd,ENSMUSG00000031077,14082
FANCC,ENSG00000158169,2176,Fancc,ENSMUSG00000021461,14088
FANCD2,ENSG00000144554,2177,Fancd2,ENSMUSG00000034023,211651
FANCG,ENSG00000221829,2189,Fancg,ENSMUSG00000028453,60534
FCGR2B,ENSG00000072694,2213,Fcgr2b,ENSMUSG00000026656,14130
FCGR3A,ENSG00000203747,2214,Fcgr3,ENSMUSG00000059498,14131
FCRLA,ENSG00000132185,84824,Fcrla,ENSMUSG00000038421,98752
FDXR,ENSG00000161513,2232,Fdxr,ENSMUSG00000018861,14149
FEN1,ENSG00000168496,2237,Fen1,ENSMUSG00000024742,14156
FGD2,ENSG00000146192,221472,Fgd2,ENSMUSG00000024013,26382
FGL2,ENSG00000127951,10875,Fgl2,ENSMUSG00000039899,14190
FKBP5,ENSG00000096060,2289,Fkbp5,ENSMUSG00000024222,14229
FSCN1,ENSG00000075618,6624,Fscn1,ENSMUSG00000029581,14086
GADD45A,ENSG00000116717,1647,Gadd45a,ENSMUSG00000036390,13197
GADD45G,ENSG00000130222,10912,Gadd45g,ENSMUSG00000021453,23882
GCLC,ENSG00000001084,2729,Gclc,ENSMUSG00000032350,14629
GNA15,ENSG00000060558,2769,Gna15,ENSMUSG00000034792,14676
GPR183,ENSG00000169508,1880,Gpr183,ENSMUSG00000051212,321019
GRAP,ENSG00000154016,10750,Grap,ENSMUSG00000004837,71520
GRM3,ENSG00000198822,2913,Grm3,ENSMUSG00000003974,108069
GSTM1,ENSG00000134184,2944,Gstm1,ENSMUSG00000058135,14862
HLA-E,ENSG00000204592,3133,H2-T23,ENSMUSG00000067212,15040
H2AX,ENSG00000188486,3014,H2afx,ENSMUSG00000049932,15270
HAT1,ENSG00000128708,8520,Hat1,ENSMUSG00000027018,107435
HCAR2,ENSG00000182782,338442,Hcar2,ENSMUSG00000045502,80885
HDAC4,ENSG00000068024,9759,Hdac4,ENSMUSG00000026313,208727
HELLS,ENSG00000119969,3070,Hells,ENSMUSG00000025001,15201
HILPDA,ENSG00000135245,29923,Hilpda,ENSMUSG00000043421,69573
HIRA,ENSG00000100084,7290,Hira,ENSMUSG00000022702,15260
H1-3,ENSG00000124575,3007,Hist1h1d,ENSMUSG00000052565,14957
HPRT,ENSG00000165704,3251,Hprt,ENSMUSG00000025630,15452
HPS4,ENSG00000100099,89781,Hps4,ENSMUSG00000042328,192232
HRK,ENSG00000135116,8739,Hrk,ENSMUSG00000046607,12123
HUS1,ENSG00000136273,3364,Hus1,ENSMUSG00000020413,15574
IFI30,ENSG00000216490,10437,Ifi30,ENSMUSG00000031838,65972
IFIH1,ENSG00000115267,64135,Ifih1,ENSMUSG00000026896,71586
IFITM2,ENSG00000185201,10581,Ifitm2,ENSMUSG00000060591,80876
IFITM3,ENSG00000142089,10410,Ifitm3,ENSMUSG00000025492,66141
IFNAR2,ENSG00000159110,3455,Ifnar2,ENSMUSG00000022971,15976
IGF2R,ENSG00000197081,3482,Igf2r,ENSMUSG00000023830,16004
IGSF10,ENSG00000152580,285313,Igsf10,ENSMUSG00000036334,242050
IGSF6,ENSG00000140749,10261,Igsf6,ENSMUSG00000035004,80719
IKBKE,ENSG00000263528,9641,Ikbke,ENSMUSG00000042349,56489
IKBKG,ENSG00000269335,8517,Ikbkg,ENSMUSG00000004221,16151
IL10RB,ENSG00000243646,3588,Il10rb,ENSMUSG00000022969,16155
IL1R2,ENSG00000115590,7850,Il1r2,ENSMUSG00000026073,16178
IL1RAP,ENSG00000196083,3556,Il1rap,ENSMUSG00000022514,16180
IL1RL2,ENSG00000115598,8808,Il1rl2,ENSMUSG00000070942,107527
IL1RN,ENSG00000136689,3557,Il1rn,ENSMUSG00000026981,16181
IL2RG,ENSG00000147168,3561,Il2rg,ENSMUSG00000031304,16186
IL3,ENSG00000164399,3562,Il3,ENSMUSG00000018914,16187
IL3RA,ENSG00000185291,3563,Il3ra,ENSMUSG00000068758,16188
INPP5D,ENSG00000168918,3635,Inpp5d,ENSMUSG00000026288,16331
IQSEC1,ENSG00000144711,9922,Iqsec1,ENSMUSG00000034312,232227
IRAK1,ENSG00000184216,3654,Irak1,ENSMUSG00000031392,16179
IRAK2,ENSG00000134070,3656,Irak2,ENSMUSG00000060477,108960
IRAK3,ENSG00000090376,11213,Irak3,ENSMUSG00000020227,73914
IRAK4,ENSG00000198001,51135,Irak4,ENSMUSG00000059883,266632
IRF1,ENSG00000125347,3659,Irf1,ENSMUSG00000018899,16362
IRF2,ENSG00000168310,3660,Irf2,ENSMUSG00000031627,16363
IRF3,ENSG00000126456,3661,Irf3,ENSMUSG00000003184,54131
IRF4,ENSG00000137265,3662,Irf4,ENSMUSG00000021356,16364
IRF6,ENSG00000117595,3664,Irf6,ENSMUSG00000026638,54139
IRF7,ENSG00000185507,3665,Irf7,ENSMUSG00000025498,54123
ITGAV,ENSG00000138448,3685,Itgav,ENSMUSG00000027087,16410
JAG1,ENSG00000101384,182,Jag1,ENSMUSG00000027276,16449
JAM2,ENSG00000154721,58494,Jam2,ENSMUSG00000053062,67374
JARID2,ENSG00000008083,3720,Jarid2,ENSMUSG00000038518,16468
KAT2A,ENSG00000108773,2648,Kat2a,ENSMUSG00000020918,14534
KAT2B,ENSG00000114166,8850,Kat2b,ENSMUSG00000000708,18519
KDM1A,ENSG00000004487,23028,Kdm1a,ENSMUSG00000036940,99982
KDM1B,ENSG00000165097,221656,Kdm1b,ENSMUSG00000038080,218214
KDM2A,ENSG00000173120,22992,Kdm2a,ENSMUSG00000054611,225876
KDM2B,ENSG00000089094,84678,Kdm2b,ENSMUSG00000029475,30841
KDM3A,ENSG00000115548,55818,Kdm3a,ENSMUSG00000053470,104263
KDM3B,ENSG00000120733,51780,Kdm3b,ENSMUSG00000038773,277250
KDM4A,ENSG00000066135,9682,Kdm4a,ENSMUSG00000033326,230674
KDM4B,ENSG00000127663,23030,Kdm4b,ENSMUSG00000024201,193796
KDM4C,ENSG00000107077,23081,Kdm4c,ENSMUSG00000028397,76804
KDM4D,ENSG00000186280,55693,Kdm4d,ENSMUSG00000053914,244694
KDM5A,ENSG00000073614,5927,Kdm5a,ENSMUSG00000030180,214899
KDM5B,ENSG00000117139,10765,Kdm5b,ENSMUSG00000042207,75605
KDM5C,ENSG00000126012,8242,Kdm5c,ENSMUSG00000025332,20591
KDM5D,ENSG00000012817,8284,Kdm5d,ENSMUSG00000056673,20592
KDM6A,ENSG00000147050,7403,Kdm6a,ENSMUSG00000037369,22289
KIF2C,ENSG00000142945,11004,Kif2c,ENSMUSG00000028678,73804
KIR3DL1,ENSG00000167633,3811,Kir3dl1,ENSMUSG00000031424,245616
KIR3DL2,ENSG00000240403,3812,Kir3dl2,ENSMUSG00000057439,245615
KIT,ENSG00000157404,3815,Kit,ENSMUSG00000005672,16590
KMT2A,ENSG00000118058,4297,Kmt2a,ENSMUSG00000002028,214162
KMT2C,ENSG00000055609,58508,Kmt2c,ENSMUSG00000038056,231051
LACC1,ENSG00000179630,144811,Lacc1,ENSMUSG00000044350,210808
LCN2,ENSG00000148346,3934,Lcn2,ENSMUSG00000026822,16819
LDHA,ENSG00000134333,3939,Ldha,ENSMUSG00000063229,16828
LDLRAD3,ENSG00000179241,143458,Ldlrad3,ENSMUSG00000048058,241576
LFNG,ENSG00000106003,3955,Lfng,ENSMUSG00000029570,16848
LIG1,ENSG00000105486,3978,Lig1,ENSMUSG00000056394,16881
LINGO1,ENSG00000169783,84894,Lingo1,ENSMUSG00000049556,235402
LMNB1,ENSG00000113368,4001,Lmnb1,ENSMUSG00000024590,16906
LRG1,ENSG00000171236,116844,Lrg1,ENSMUSG00000037095,76905
LRRC3,ENSG00000160233,81543,Lrrc3,ENSMUSG00000051652,237387
LST1,ENSG00000204482,7940,Lst1,ENSMUSG00000073412,16988
LTA,ENSG00000226979,4049,Lta,ENSMUSG00000024402,16992
LTB,ENSG00000227507,4050,Ltb,ENSMUSG00000024399,16994
LY6H,ENSG00000176956,4062,Ly6a,ENSMUSG00000075602,110454
LY6G,NA,NA,Ly6g,ENSMUSG00000022582,546644
LY9,ENSG00000122224,4063,Ly9,ENSMUSG00000004707,17085
LYN,ENSG00000254087,4067,Lyn,ENSMUSG00000042228,17096
MAFF,ENSG00000185022,23764,Maff,ENSMUSG00000042622,17133
MAP1LC3A,ENSG00000101460,84557,Map1lc3a,ENSMUSG00000027602,66734
MAP3K1,ENSG00000095015,4214,Map3k1,ENSMUSG00000021754,26401
MAP3K14,ENSG00000006062,9020,Map3k14,ENSMUSG00000020941,53859
MAPK12,ENSG00000188130,6300,Mapk12,ENSMUSG00000022610,29857
MAVS,ENSG00000088888,57506,Mavs,ENSMUSG00000037523,228607
CGAS,ENSG00000164430,115004,Mb21d1,ENSMUSG00000032344,214763
MBD2,ENSG00000134046,8932,Mbd2,ENSMUSG00000024513,17191
MBD3,ENSG00000071655,53615,Mbd3,ENSMUSG00000035478,17192
MCM2,ENSG00000073111,4171,Mcm2,ENSMUSG00000002870,17216
MCM5,ENSG00000100297,4174,Mcm5,ENSMUSG00000005410,17218
MCM6,ENSG00000076003,4175,Mcm6,ENSMUSG00000026355,17219
MDC1,ENSG00000137337,9656,Mdc1,ENSMUSG00000061607,240087
MDM2,ENSG00000135679,4193,Mdm2,ENSMUSG00000020184,17246
MFGE8,ENSG00000140545,4240,Mfge8,ENSMUSG00000030605,17304
MPEG1,ENSG00000197629,219972,Mpeg1,ENSMUSG00000046805,17476
MPG,ENSG00000103152,4350,Mpg,ENSMUSG00000020287,268395
MR1,ENSG00000153029,3140,Mr1,ENSMUSG00000026471,15064
MRE11,ENSG00000020922,4361,Mre11a,ENSMUSG00000031928,17535
MVP,ENSG00000013364,9961,Mvp,ENSMUSG00000030681,78388
NBN,ENSG00000104320,4683,Nbn,ENSMUSG00000028224,27354
NCAPH,ENSG00000121152,23397,Ncaph,ENSMUSG00000034906,215387
NCOR1,ENSG00000141027,9611,Ncor1,ENSMUSG00000018501,20185
NCOR2,ENSG00000196498,9612,Ncor2,ENSMUSG00000029478,20602
NFKB1,ENSG00000109320,4790,Nfkb1,ENSMUSG00000028163,18033
NFKB2,ENSG00000077150,4791,Nfkb2,ENSMUSG00000025225,18034
NFKBIE,ENSG00000146232,4794,Nfkbie,ENSMUSG00000023947,18037
NLGN1,ENSG00000169760,22871,Nlgn1,ENSMUSG00000063887,192167
NLGN2,ENSG00000169992,57555,Nlgn2,ENSMUSG00000051790,216856
NOD1,ENSG00000106100,10392,Nod1,ENSMUSG00000038058,107607
NPL,ENSG00000135838,80896,Npl,ENSMUSG00000042684,74091
NPNT,ENSG00000168743,255743,Npnt,ENSMUSG00000040998,114249
NPTX1,ENSG00000171246,4884,Nptx1,ENSMUSG00000025582,18164
NRGN,ENSG00000154146,4900,Nrgn,ENSMUSG00000053310,64011
NRM,ENSG00000137404,11270,Nrm,ENSMUSG00000059791,106582
NRP2,ENSG00000118257,8828,Nrp2,ENSMUSG00000025969,18187
NTHL1,ENSG00000065057,4913,Nthl1,ENSMUSG00000041429,18207
OAS1,ENSG00000089127,4938,Oas1g,ENSMUSG00000066861,23960
OGG1,ENSG00000114026,4968,Ogg1,ENSMUSG00000030271,18294
OSGIN1,ENSG00000140961,29948,Osgin1,ENSMUSG00000074063,71839
PACSIN1,ENSG00000124507,29993,Pacsin1,ENSMUSG00000040276,23969
PDPN,ENSG00000162493,10630,Pdpn,ENSMUSG00000028583,14726
PEX14,ENSG00000142655,5195,Pex14,ENSMUSG00000028975,56273
PIK3CD,ENSG00000171608,5293,Pik3cd,ENSMUSG00000039936,18707
PIK3CG,ENSG00000105851,5294,Pik3cg,ENSMUSG00000020573,30955
PIK3R2,ENSG00000105647,5296,Pik3r2,ENSMUSG00000031834,18709
PIK3R5,ENSG00000141506,23533,Pik3r5,ENSMUSG00000020901,320207
PILRA,ENSG00000085514,29992,Pilra,ENSMUSG00000046245,231805
PILRB,ENSG00000121716,29990,Pilrb1,ENSMUSG00000066684,170741
PLA2G5,ENSG00000127472,5322,Pla2g5,ENSMUSG00000041193,18784
PLCG2,ENSG00000197943,5336,Plcg2,ENSMUSG00000034330,234779
PLD1,ENSG00000075651,5337,Pld1,ENSMUSG00000027695,18805
PLD2,ENSG00000129219,5338,Pld2,ENSMUSG00000020828,18806
PLEKHM1,ENSG00000225190,9842,Plekhm1,ENSMUSG00000034247,353047
PMS2,ENSG00000122512,5395,Pms2,ENSMUSG00000079109,18861
POLE,ENSG00000177084,5426,Pole,ENSMUSG00000007080,18973
PPFIA4,ENSG00000143847,8497,Ppfia4,ENSMUSG00000026458,68507
PPP3R2,ENSG00000188386,5535,Ppp3r2,ENSMUSG00000028310,19059
PRDX1,ENSG00000117450,5052,Prdx1,ENSMUSG00000028691,18477
PRKAR2A,ENSG00000114302,5576,Prkar2a,ENSMUSG00000032601,19087
PRKAR2B,ENSG00000005249,5577,Prkar2b,ENSMUSG00000002997,19088
PTGER3,ENSG00000050628,5733,Ptger3,ENSMUSG00000040016,19218
PTMS,ENSG00000159335,5763,Ptms,ENSMUSG00000030122,69202
PTPN6,ENSG00000111679,5777,Ptpn6,ENSMUSG00000004266,15170
PTTG1,ENSG00000164611,9232,Pttg1,ENSMUSG00000020415,30939
PYCARD,ENSG00000103490,29108,Pycard,ENSMUSG00000030793,66824
RAB7A,ENSG00000075785,7879,Rab7,ENSMUSG00000079477,19349
RAC2,ENSG00000128340,5880,Rac2,ENSMUSG00000033220,19354
RAD1,ENSG00000113456,5810,Rad1,ENSMUSG00000022248,19355
RAD17,ENSG00000152942,5884,Rad17,ENSMUSG00000021635,19356
RAD50,ENSG00000113522,10111,Rad50,ENSMUSG00000020380,19360
RAD51,ENSG00000051180,5888,Rad51,ENSMUSG00000027323,19361
RAD51B,ENSG00000182185,5890,Rad51b,ENSMUSG00000059060,19363
RAD51C,ENSG00000108384,5889,Rad51c,ENSMUSG00000007646,114714
RAD9A,ENSG00000172613,5883,Rad9a,ENSMUSG00000024824,19367
RAG1,ENSG00000166349,5896,Rag1,ENSMUSG00000061311,19373
RALA,ENSG00000006451,5898,Rala,ENSMUSG00000008859,56044
RALB,ENSG00000144118,5899,Ralb,ENSMUSG00000004451,64143
RAPGEF3,ENSG00000079337,10411,Rapgef3,ENSMUSG00000022469,223864
