Geneid	Unipro	Symbol	Age	Geneid_g36
ENSG00000104635	Q15043	SLC39A14	454.6	ENSG00000104635
ENSG00000104643	Q96QG7	MTMR9	910.0	ENSG00000104643
ENSG00000104660	O95214	LEPROTL1	1628.0	ENSG00000104660
ENSG00000104671	O00399	DCTN6	324.5	ENSG00000104671
ENSG00000104679	Q9Y3T6	R3HCC1	324.5	ENSG00000104679
ENSG00000104687	P00390	GSR	4200.0	ENSG00000104687
ENSG00000104689	O00220	TNFRSF10A	324.5	ENSG00000104689
ENSG00000104691	O00124	UBXN8	91.0	ENSG00000104691
ENSG00000104695	P62714	PPP2CB	1628.0	ENSG00000104695
ENSG00000104714	Q86X53	ERICH1	324.5	ENSG00000104714
ENSG00000104722	P07197	NEFM	454.6	ENSG00000104722
ENSG00000104723	Q13454	TUSC3	454.6	ENSG00000104723
ENSG00000104728	O15013	ARHGEF10	324.5	ENSG00000104728
ENSG00000104731	Q8TBB5	KLHDC4	454.6	ENSG00000104731
ENSG00000104738	P33991	MCM4	1628.0	ENSG00000104738
ENSG00000104755	Q99965	ADAM2	91.0	ENSG00000104755
ENSG00000104756	Q7L273	KCTD9	1628.0	ENSG00000104756
ENSG00000104760	Q08830	FGL1	454.6	ENSG00000104760
ENSG00000104763	Q13510	ASAH1	454.6	ENSG00000104763
ENSG00000104765	O60238	BNIP3L	454.6	ENSG00000104765
ENSG00000104774	O00754	MAN2B1	1628.0	ENSG00000104774
ENSG00000104783	O15554	KCNN4	0.0	ENSG00000104783
ENSG00000104804	O00295	TULP2	910.0	ENSG00000104804
ENSG00000104805	Q02818	NUCB1	91.0	ENSG00000104805
ENSG00000104808	Q9UQ10	DHDH	4200.0	ENSG00000104808
ENSG00000104812	P13807	GYS1	910.0	ENSG00000104812
ENSG00000104814	Q92918	MAP4K1	91.0	ENSG00000104814
ENSG00000104818	Q6NT52	CGB2	91.0	ENSG00000104818
ENSG00000104823	Q13011	ECH1	910.0	ENSG00000104823
ENSG00000104824	P14866	HNRNPL	910.0	ENSG00000104824
ENSG00000104825	Q15653	NFKBIB	91.0	ENSG00000104825
ENSG00000104826	P01229	LHB	91.0	ENSG00000104826
ENSG00000104827	P01233	CGB	91.0	ENSG00000104827
ENSG00000104833	P04350	TUBB4A	1628.0	ENSG00000104833
ENSG00000104835	Q9NP81	FBXO17	SARS2	ENSG00000104835
ENSG00000104848	Q96RP8	KCNA7	91.0	ENSG00000104848
ENSG00000104852	P08621	SNRNP70	91.0	ENSG00000104852
ENSG00000104853	O96005	CLPTM1	1628.0	ENSG00000104853
ENSG00000104856	Q01201	RELB	324.5	ENSG00000104856
ENSG00000104859	Q8N2M8	CLASRP	91.0	ENSG00000104859
ENSG00000104863	Q9HAP6	LIN7B	910.0	ENSG00000104863
ENSG00000104866	O75864	PPP1R37	910.0	ENSG00000104866
ENSG00000104870	P55899	FCGRT	91.0	ENSG00000104870
ENSG00000104872	Q9NWS0	PIH1D1	910.0	ENSG00000104872
ENSG00000104879	P06732	CKM	910.0	ENSG00000104879
ENSG00000104880	Q6ZSZ5	ARHGEF18	454.6	ENSG00000104880
ENSG00000104881	Q8WUF5	PPP1R13L	91.0	ENSG00000104881
ENSG00000104883	Q96HA9	PEX11G	910.0	ENSG00000104883
ENSG00000104884	P18074	ERCC2	1628.0	ENSG00000104884
ENSG00000104885	Q8TEK3	DOT1L	91.0	ENSG00000104885
ENSG00000104886	Q9NW61	PLEKHJ1	454.6	ENSG00000104886
ENSG00000104888	Q9P2U7	SLC17A7	4200.0	ENSG00000104888
ENSG00000104889	O75792	RNASEH2A	4200.0	ENSG00000104889
ENSG00000104892	Q6P597	KLC3	91.0	ENSG00000104892
ENSG00000104894	P11049	CD37	91.0	ENSG00000104894
ENSG00000104897	Q15428	SF3A2	1628.0	ENSG00000104897
ENSG00000104899	P03971	AMH	454.6	ENSG00000104899
ENSG00000104901	Q9UK85	DKKL1	91.0	ENSG00000104901
ENSG00000104903	P12980	LYL1	91.0	ENSG00000104903
ENSG00000104904	P54368	OAZ1	454.6	ENSG00000104904
ENSG00000104907	Q9NXH9	TRMT1	1628.0	ENSG00000104907
ENSG00000104915	O60499	STX10	1628.0	ENSG00000104915
ENSG00000104918	Q9HD89	RETN	0.0	ENSG00000104918
ENSG00000104921	P06734	FCER2	91.0	ENSG00000104921
ENSG00000104936	Q09013	DMPK	91.0	ENSG00000104936
ENSG00000104938	Q9H2X3	CLEC4M	91.0	ENSG00000104938
ENSG00000104941	Q9H0K4	RSPH6A	91.0	ENSG00000104941
ENSG00000104946	Q9HA65	TBC1D17	1628.0	ENSG00000104946
ENSG00000104951	Q96RQ9	IL4I1	91.0	ENSG00000104951
ENSG00000104953	Q9H808	TLE6	0.0	ENSG00000104953
ENSG00000104957	P13994	CCDC130	1628.0	ENSG00000104957
ENSG00000104960	Q86YD1	PTOV1	91.0	ENSG00000104960
ENSG00000104964	Q08117	AES	91.0	ENSG00000104964
ENSG00000104967	Q9UNW9	NOVA2	910.0	ENSG00000104967
ENSG00000104969	O43765	SGTA	1628.0	ENSG00000104969
ENSG00000104970	Q9H7L2	KIR3DX1	0.0	ENSG00000104970
ENSG00000104972	Q8NHL6	LILRB1	91.0	ENSG00000104972
ENSG00000104973	Q71SY5	MED25	91.0	ENSG00000104973
ENSG00000104974	O75019	LILRA1	91.0	ENSG00000104974
ENSG00000104976	Q13487	SNAPC2	91.0	ENSG00000104976
ENSG00000104979	Q9UNZ5	C19orf53	91.0	ENSG00000104979
ENSG00000104980	O43615	TIMM44	1368.0	ENSG00000104980
ENSG00000104983	Q9Y6R9	CCDC61	454.6	ENSG00000104983
ENSG00000104998	Q6UWB1	IL27RA	91.0	ENSG00000104998
ENSG00000105011	Q9NVP2	ASF1B	0.0	ENSG00000105011
ENSG00000105048	P13805	TNNT1	454.6	ENSG00000105048
ENSG00000105053	Q8IV63	VRK3	454.6	ENSG00000105053
ENSG00000105058	Q9Y421	FAM32A	910.0	ENSG00000105058
ENSG00000105063	Q9UPN7	PPP6R1	1628.0	ENSG00000105063
ENSG00000105072	Q9H6X5	C19orf44	324.5	ENSG00000105072
ENSG00000105085	O95402	MED26	454.6	ENSG00000105085
ENSG00000105088	O95897	OLFM2	454.6	ENSG00000105088
ENSG00000105122	Q86YV0	RASAL3	91.0	ENSG00000105122
ENSG00000105127	O43823	AKAP8	324.5	ENSG00000105127
ENSG00000105131	Q9H6B9	EPHX3	91.0	ENSG00000105131
ENSG00000105135	A1L0T0	ILVBL	91.0	ENSG00000105135
ENSG00000105136	Q96HQ0	ZNF419	91.0	ENSG00000105136
ENSG00000105137	Q6ZW31	SYDE1	91.0	ENSG00000105137
ENSG00000105141	P31944	CASP14	91.0	ENSG00000105141
ENSG00000105143	P48664	SLC1A6	910.0	ENSG00000105143
ENSG00000105146	Q9UQB9	AURKC	91.0	ENSG00000105146
ENSG00000105171	O95707	POP4	1628.0	ENSG00000105171
ENSG00000105173	P24864	CCNE1	910.0	ENSG00000105173
ENSG00000105176	O94763	C19orf2	454.6	ENSG00000105176
ENSG00000105185	O14737	PDCD5	1628.0	ENSG00000105185
ENSG00000105186	Q96NW4	ANKRD27	454.6	ENSG00000105186
ENSG00000105193	P62249	RPS16	1628.0	ENSG00000105193
ENSG00000105197	Q3ZCQ8	TIMM50	1368.0	ENSG00000105197
ENSG00000105198	Q9UHV8	LGALS13	0.0	ENSG00000105198
ENSG00000105202	P22087	FBL	1368.0	ENSG00000105202
ENSG00000105204	Q9Y463	DYRK1B	910.0	ENSG00000105204
ENSG00000105205	Q05315	CLC	0.0	ENSG00000105205
ENSG00000105219	Q9H8S5	CNTD2	0.0	ENSG00000105219
ENSG00000105220	P06744	GPI	4200.0	ENSG00000105220
ENSG00000105221	P31751	AKT2	910.0	ENSG00000105221
ENSG00000105223	Q8IV08	PLD3	910.0	ENSG00000105223
ENSG00000105227	Q9BXM0	PRX	91.0	ENSG00000105227
ENSG00000105229	Q8N2W9	PIAS4	454.6	ENSG00000105229
ENSG00000105245	Q9Y6R0	NUMBL	91.0	ENSG00000105245
ENSG00000105246	Q14213	EBI3	91.0	ENSG00000105246
ENSG00000105248	Q9BW85	CCDC94	1628.0	ENSG00000105248
ENSG00000105251	Q96IW2	SHD	91.0	ENSG00000105251
ENSG00000105254	Q99426	TBCB	1368.0	ENSG00000105254
ENSG00000105255	Q9BTV5	FSD1	454.6	ENSG00000105255
ENSG00000105258	P36954	POLR2I	1628.0	ENSG00000105258
ENSG00000105261	O00110		91.0	ENSG00000105261
ENSG00000105270	Q96DZ5	CLIP3	91.0	ENSG00000105270
ENSG00000105278	Q9UPR6	ZFR2	910.0	ENSG00000105278
ENSG00000105281	Q15758	SLC1A5	91.0	ENSG00000105281
ENSG00000105287	Q9BZL6	PRKD2	910.0	ENSG00000105287
ENSG00000105289	O95049	TJP3	910.0	ENSG00000105289
ENSG00000105290	P51693	APLP1	0.0	ENSG00000105290
ENSG00000105298	Q8WUQ7	C19orf29	1628.0	ENSG00000105298
ENSG00000105321	Q9Y3X0	CCDC9	91.0	ENSG00000105321
ENSG00000105323	Q9BUJ2	HNRNPUL1	91.0	ENSG00000105323
ENSG00000105325	Q9UM11	FZR1	1368.0	ENSG00000105325
ENSG00000105327	Q9BXH1	BBC3	91.0	ENSG00000105327
ENSG00000105329	P01137	TGFB1	91.0	ENSG00000105329
ENSG00000105339	A2RUS2	DENND3	454.6	ENSG00000105339
ENSG00000105341	Q9NW81	ATP5SL	91.0	ENSG00000105341
ENSG00000105352	O75871	CEACAM4	0.0	ENSG00000105352
ENSG00000105355	O60664	PLIN3	91.0	ENSG00000105355
ENSG00000105357	Q7Z406	MYH14	1368.0	ENSG00000105357
ENSG00000105364	Q9BYD3	MRPL4	4200.0	ENSG00000105364
ENSG00000105366	Q9NYZ4	SIGLEC8	0.0	ENSG00000105366
ENSG00000105369	P11912	CD79A	91.0	ENSG00000105369
ENSG00000105370	P55344	LIM2	91.0	ENSG00000105370
ENSG00000105371	Q14773	ICAM4	0.0	ENSG00000105371
ENSG00000105372	P39019	RPS19	1628.0	ENSG00000105372
ENSG00000105373	Q9NZM5	GLTSCR2	1368.0	ENSG00000105373
ENSG00000105374	Q16617	NKG7	91.0	ENSG00000105374
ENSG00000105376	Q9UMF0	ICAM5	91.0	ENSG00000105376
ENSG00000105379	P38117	ETFB	4200.0	ENSG00000105379
ENSG00000105383	P20138	CD33	91.0	ENSG00000105383
ENSG00000105388	P06731	CEACAM5	91.0	ENSG00000105388
ENSG00000105392	O43186	CRX	91.0	ENSG00000105392
ENSG00000105393	Q9NWV8	BABAM1	324.5	ENSG00000105393
ENSG00000105397	P29597	TYK2	454.6	ENSG00000105397
ENSG00000105398	Q06520	SULT2A1	91.0	ENSG00000105398
ENSG00000105401	Q16543	CDC37	910.0	ENSG00000105401
ENSG00000105402	P54920	NAPA	1628.0	ENSG00000105402
ENSG00000105404	Q9UI14	RABAC1	1628.0	ENSG00000105404
ENSG00000105409	P13637	ATP1A3	4200.0	ENSG00000105409
ENSG00000105426	Q13332	PTPRS	1628.0	ENSG00000105426
ENSG00000105427	Q9BYD5	CNFN	91.0	ENSG00000105427
ENSG00000105428	Q8WWF5	ZNRF4	91.0	ENSG00000105428
ENSG00000105429	Q7Z7M0	MEGF8	91.0	ENSG00000105429
ENSG00000105438	P24390	KDELR1	91.0	ENSG00000105438
ENSG00000105443	Q99418	CYTH2	910.0	ENSG00000105443
ENSG00000105447	Q9BQ67	GRWD1	1368.0	ENSG00000105447
ENSG00000105464	O15399	GRIN2D	910.0	ENSG00000105464
ENSG00000105467	O95473	SYNGR4	0.0	ENSG00000105467
ENSG00000105472	Q9Y240	CLEC11A	91.0	ENSG00000105472
ENSG00000105479	Q96M63	CCDC114	91.0	ENSG00000105479
ENSG00000105483	Q9Y2G2	CARD8	0.0	ENSG00000105483
ENSG00000105486	P18858	LIG1	91.0	ENSG00000105486
ENSG00000105492	O43699	SIGLEC6	0.0	ENSG00000105492
ENSG00000105497	Q9Y473	ZNF175	91.0	ENSG00000105497
ENSG00000105499	Q9UP65	PLA2G4C	91.0	ENSG00000105499
ENSG00000105501	O15389	SIGLEC5	91.0	ENSG00000105501
ENSG00000105507	Q9NP86	CABP5	91.0	ENSG00000105507
ENSG00000105509	Q92839	HAS1	0.0	ENSG00000105509
ENSG00000105514	O95716	RAB3D	91.0	ENSG00000105514
ENSG00000105516	Q10586	DBP	91.0	ENSG00000105516
ENSG00000105518	Q6UW68	TMEM205	91.0	ENSG00000105518
ENSG00000105519	Q13938	CAPS	0.0	ENSG00000105519
ENSG00000105520	Q96GM1		91.0	ENSG00000105520
ENSG00000105523	Q2M2I3	FAM83E	91.0	ENSG00000105523
ENSG00000105538	Q5U651	RASIP1	454.6	ENSG00000105538
ENSG00000105549	Q9P2T0	THEG	91.0	ENSG00000105549
ENSG00000105550	Q9NSA1	FGF21	91.0	ENSG00000105550
ENSG00000105552	O15382	BCAT2	0.0	ENSG00000105552
ENSG00000105556	Q8N344	MIER2	324.5	ENSG00000105556
ENSG00000105559	Q9H4M7	PLEKHA4	91.0	ENSG00000105559
ENSG00000105568	P30153	PPP2R1A	1628.0	ENSG00000105568
ENSG00000105576	O14787	TNPO2	1628.0	ENSG00000105576
ENSG00000105583	Q9Y284	C19orf56	1628.0	ENSG00000105583
ENSG00000105605	P62955	CACNG7	91.0	ENSG00000105605
ENSG00000105607	Q92947	GCDH	1628.0	ENSG00000105607
ENSG00000105609	O75023	LILRB5	91.0	ENSG00000105609
ENSG00000105610	Q13351	KLF1	91.0	ENSG00000105610
ENSG00000105612	O00115	DNASE2	324.5	ENSG00000105612
ENSG00000105613	Q9Y2H9	MAST1	910.0	ENSG00000105613
ENSG00000105617	Q96BZ8	LENG1	910.0	ENSG00000105617
ENSG00000105618	Q8WWY3	PRPF31	1628.0	ENSG00000105618
ENSG00000105619	P0C1Z6	TFPT	91.0	ENSG00000105619
ENSG00000105639	P52333	JAK3	454.6	ENSG00000105639
ENSG00000105640	Q02543	RPL18A	1628.0	ENSG00000105640
ENSG00000105641	Q92911	SLC5A5	91.0	ENSG00000105641
ENSG00000105642	Q92952	KCNN1	910.0	ENSG00000105642
ENSG00000105643	Q8TBH0	ARRDC2	454.6	ENSG00000105643
ENSG00000105647	O00459	PIK3R2	910.0	ENSG00000105647
ENSG00000105649	P20336	RAB3A	910.0	ENSG00000105649
ENSG00000105650	Q08493	PDE4C	910.0	ENSG00000105650
ENSG00000105655	Q9NPH2	ISYNA1	91.0	ENSG00000105655
ENSG00000105656	P55199	ELL	454.6	ENSG00000105656
ENSG00000105662	Q6UUV9	CRTC1	454.6	ENSG00000105662
ENSG00000105664	P49747	COMP	454.6	ENSG00000105664
ENSG00000105668	O00322	UPK1A	0.0	ENSG00000105668
ENSG00000105669	O14579	COPE	1628.0	ENSG00000105669
ENSG00000105671	Q9Y6V7	DDX49	1628.0	ENSG00000105671
ENSG00000105672	O00321	ETV2	91.0	ENSG00000105672
ENSG00000105675	P20648	ATP4A	4200.0	ENSG00000105675
ENSG00000105676	Q6NXE6	ARMC6	1628.0	ENSG00000105676
ENSG00000105677	Q9BVK8	TMEM147	1628.0	ENSG00000105677
ENSG00000105679	O14556	GAPDHS	91.0	ENSG00000105679
ENSG00000105695	P20916	MAG	91.0	ENSG00000105695
ENSG00000105696	Q9UK28	TMEM59L	454.6	ENSG00000105696
ENSG00000105697	P81172	HAMP	0.0	ENSG00000105697
ENSG00000105698	Q15853	USF2	91.0	ENSG00000105698
ENSG00000105699	Q86X29	LSR	91.0	ENSG00000105699
ENSG00000105700	Q9BQD3	C19orf50	1628.0	ENSG00000105700
ENSG00000105701	Q14318	FKBP8	454.6	ENSG00000105701
ENSG00000105705	Q8IWZ8	SUGP1	324.5	ENSG00000105705
ENSG00000105707	P05981	HPN	91.0	ENSG00000105707
ENSG00000105708	P17017	ZNF14	910.0	ENSG00000105708
ENSG00000105711	Q07699	SCN1B	91.0	ENSG00000105711
ENSG00000105717	Q9BYU1	PBX4	91.0	ENSG00000105717
ENSG00000105722	P50548	ERF	91.0	ENSG00000105722
ENSG00000105723	P49840	GSK3A	1628.0	ENSG00000105723
ENSG00000105726	Q9HD20	ATP13A1	1628.0	ENSG00000105726
ENSG00000105732	Q6ZN55	ZNF574	91.0	ENSG00000105732
ENSG00000105737	Q16478	GRIK5	910.0	ENSG00000105737
ENSG00000105738	O60292	SIPA1L3	454.6	ENSG00000105738
ENSG00000105750	Q03923	ZNF85	910.0	ENSG00000105750
ENSG00000105755	O95571	ETHE1	4200.0	ENSG00000105755
ENSG00000105767	Q8NFZ8	CADM4	91.0	ENSG00000105767
ENSG00000105771	Q9H0W8	SMG9	91.0	ENSG00000105771
ENSG00000105778	Q8NBF6	AVL9	1368.0	ENSG00000105778
ENSG00000105784	Q96NL0	RUNDC3B	454.6	ENSG00000105784
ENSG00000105792	A5D8W1	C7orf63	324.5	ENSG00000105792
ENSG00000105793	A4D1E9	GTPBP10	910.0	ENSG00000105793
ENSG00000105808	O43374	RASA4	454.6	ENSG00000105808
ENSG00000105810	Q00534	CDK6	454.6	ENSG00000105810
ENSG00000105819	O75439	PMPCB	1628.0	ENSG00000105819
ENSG00000105821	Q99543	DNAJC2	1628.0	ENSG00000105821
ENSG00000105825	P48307	TFPI2	454.6	ENSG00000105825
ENSG00000105829	O15155	BET1	1628.0	ENSG00000105829
ENSG00000105835	P43490	NAMPT	454.6	ENSG00000105835
ENSG00000105849	Q3B726	TWISTNB	1628.0	ENSG00000105849
ENSG00000105851	P48736	PIK3CG	454.6	ENSG00000105851
ENSG00000105852	Q15166	PON3	0.0	ENSG00000105852
ENSG00000105854	Q15165	PON2	454.6	ENSG00000105854
ENSG00000105855	P26012	ITGB8	324.5	ENSG00000105855
ENSG00000105856	O60381	HBP1	454.6	ENSG00000105856
ENSG00000105865	O95620	DUS4L	1368.0	ENSG00000105865
ENSG00000105866	Q02446	SP4	454.6	ENSG00000105866
ENSG00000105875	A4D1P6	WDR91	910.0	ENSG00000105875
ENSG00000105877	Q96DT5	DNAH11	1368.0	ENSG00000105877
ENSG00000105879	Q75N03	CBLL1	454.6	ENSG00000105879
ENSG00000105880	P56178	DLX5	454.6	ENSG00000105880
ENSG00000105887	P58546	MTPN	910.0	ENSG00000105887
ENSG00000105889	Q6NZ63	STEAP1B	0.0	ENSG00000105889
ENSG00000105894	P21246	PTN	454.6	ENSG00000105894
ENSG00000105926	Q9NZW5	MPP6	454.6	ENSG00000105926
ENSG00000105928	O60443	DFNA5	454.6	ENSG00000105928
ENSG00000105929	Q9HBG4	ATP6V0A4	1628.0	ENSG00000105929
ENSG00000105939	Q7Z2W4	ZC3HAV1	91.0	ENSG00000105939
ENSG00000105948	A0AVF1	TTC26	910.0	ENSG00000105948
ENSG00000105953	Q02218	OGDH	1628.0	ENSG00000105953
ENSG00000105954	Q9HCQ7	NPVF	324.5	ENSG00000105954
ENSG00000105963	O75689	ADAP1	454.6	ENSG00000105963
ENSG00000105967	O14948	TFEC	454.6	ENSG00000105967
ENSG00000105968	Q71UI9	H2AFV	1628.0	ENSG00000105968
ENSG00000105971	P51636	CAV2	454.6	ENSG00000105971
ENSG00000105974	Q03135	CAV1	454.6	ENSG00000105974
ENSG00000105976	P08581	MET	454.6	ENSG00000105976
ENSG00000105982	Q9H0A6	RNF32	454.6	ENSG00000105982
ENSG00000105983	Q8WVP7	LMBR1	910.0	ENSG00000105983
ENSG00000105989	P09544	WNT2	324.5	ENSG00000105989
ENSG00000105991	P49639	HOXA1	91.0	ENSG00000105991
ENSG00000105993	O75190	DNAJB6	324.5	ENSG00000105993
ENSG00000105996	O43364	HOXA2	454.6	ENSG00000105996
ENSG00000105997	O43365	HOXA3	454.6	ENSG00000105997
ENSG00000106003	Q8NES3	LFNG	454.6	ENSG00000106003
ENSG00000106004	P20719	HOXA5	91.0	ENSG00000106004
ENSG00000106006	P31267	HOXA6	324.5	ENSG00000106006
ENSG00000106009	Q6PJG6	BRAT1	454.6	ENSG00000106009
ENSG00000106012	Q6IPM2	IQCE	324.5	ENSG00000106012
ENSG00000106013	Q92527	ANKRD7	324.5	ENSG00000106013
ENSG00000106018	P41587	VIPR2	324.5	ENSG00000106018
ENSG00000106025	O95859	TSPAN12	454.6	ENSG00000106025
ENSG00000106028	Q04837	SSBP1	4200.0	ENSG00000106028
ENSG00000106031	P31271	HOXA13	454.6	ENSG00000106031
ENSG00000106034	A4D0V7	C7orf58	454.6	ENSG00000106034
ENSG00000106038	P49640	EVX1	454.6	ENSG00000106038
ENSG00000106049	P31937	HIBADH	4200.0	ENSG00000106049
ENSG00000106052	Q86VP1	TAX1BP1	454.6	ENSG00000106052
ENSG00000106066	Q9H3G5	CPVL	1628.0	ENSG00000106066
ENSG00000106069	P52757	CHN2	910.0	ENSG00000106069
ENSG00000106070	Q13322	GRB10	454.6	ENSG00000106070
ENSG00000106077	Q8NFV4	ABHD11	4200.0	ENSG00000106077
ENSG00000106078	O75128	COBL	0.0	ENSG00000106078
ENSG00000106080	Q9NWM8	FKBP14	454.6	ENSG00000106080
ENSG00000106086	Q96JA3	PLEKHA8	454.6	ENSG00000106086
ENSG00000106089	Q16623	STX1A	1628.0	ENSG00000106089
ENSG00000106100	Q9Y239	NOD1	454.6	ENSG00000106100
ENSG00000106105	P41250	GARS	1628.0	ENSG00000106105
ENSG00000106113	Q13324	CRHR2	454.6	ENSG00000106113
ENSG00000106123	O15197	EPHB6	910.0	ENSG00000106123
ENSG00000106125	P29972	FAM188B	1628.0	ENSG00000106125
ENSG00000106128	Q02643	GHRHR	454.6	ENSG00000106128
ENSG00000106133	Q63ZY6	NSUN5P2	0.0	ENSG00000106133
ENSG00000106144	P42575	CASP2	454.6	ENSG00000106144
ENSG00000106153	Q9Y6H1	CHCHD2	1368.0	ENSG00000106153
ENSG00000106178	O00175	CCL24	454.6	ENSG00000106178
ENSG00000106211	P04792	HSPB1	910.0	ENSG00000106211
ENSG00000106236	P47972	NPTX2	454.6	ENSG00000106236
ENSG00000106244	Q13442	PDAP1	454.6	ENSG00000106244
ENSG00000106245	P41223	BUD31	1628.0	ENSG00000106245
ENSG00000106246	O75127	PTCD1	1628.0	ENSG00000106246
ENSG00000106258	P20815	CYP3A5	910.0	ENSG00000106258
ENSG00000106261	P17029	ZKSCAN1	91.0	ENSG00000106261
ENSG00000106263	P55884	EIF3B	1628.0	ENSG00000106263
ENSG00000106266	Q9Y5X2	SNX8	324.5	ENSG00000106266
ENSG00000106268	P36639	NUDT1	454.6	ENSG00000106268
ENSG00000106278	P23471	PTPRZ1	454.6	ENSG00000106278
ENSG00000106290	P49848	TAF6	1628.0	ENSG00000106290
ENSG00000106299	O00401	WASL	454.6	ENSG00000106299
ENSG00000106302	Q2M3T9	HYAL4	0.0	ENSG00000106302
ENSG00000106304	P38567	SPAM1	454.6	ENSG00000106304
ENSG00000106305	Q13155	AIMP2	454.6	ENSG00000106305
ENSG00000106327	Q9UP52	TFR2	454.6	ENSG00000106327
ENSG00000106328	Q9NQT6	FSCN3	91.0	ENSG00000106328
ENSG00000106330	O75425	MOSPD3	91.0	ENSG00000106330
ENSG00000106331	O43316	PAX4	91.0	ENSG00000106331
ENSG00000106333	Q15113	PCOLCE	91.0	ENSG00000106333
ENSG00000106336	O75426	FBXO24	91.0	ENSG00000106336
ENSG00000106341	O96001	PPP1R17	324.5	ENSG00000106341
ENSG00000106344	Q9NW13	RBM28	1628.0	ENSG00000106344
ENSG00000106346	Q9H9J4	USP42	324.5	ENSG00000106346
ENSG00000106348	P20839	IMPDH1	4200.0	ENSG00000106348
ENSG00000106351	O95081	AGFG2	91.0	ENSG00000106351
ENSG00000106355	Q9Y4Y9	LSM5	1628.0	ENSG00000106355
ENSG00000106366	P05121	SERPINE1	91.0	ENSG00000106366
ENSG00000106367	P61966	AP1S1	1628.0	ENSG00000106367
ENSG00000106384	Q86VF5	MOGAT3	0.0	ENSG00000106384
ENSG00000106392	Q9NS00	C1GALT1	910.0	ENSG00000106392
ENSG00000106397	O60568	PLOD3	910.0	ENSG00000106397
ENSG00000106399	P35244	RPA3	454.6	ENSG00000106399
ENSG00000106400	O43257	ZNHIT1	1628.0	ENSG00000106400
ENSG00000106404	P56746	CLDN15	91.0	ENSG00000106404
ENSG00000106410	O60393	NOBOX	324.5	ENSG00000106410
ENSG00000106415	Q86VQ1	GLCCI1	454.6	ENSG00000106415
ENSG00000106436	Q9BUA6	MYL10	91.0	ENSG00000106436
ENSG00000106443	O94880	PHF14	910.0	ENSG00000106443
ENSG00000106459	Q16656	NRF1	454.6	ENSG00000106459
ENSG00000106460	Q9NUM4	TMEM106B	454.6	ENSG00000106460
ENSG00000106462	Q15910	EZH2	454.6	ENSG00000106462
ENSG00000106477	Q9BYV8	CEP41	454.6	ENSG00000106477
ENSG00000106479	O60290	ZNF862	91.0	ENSG00000106479
ENSG00000106483	Q6FHJ7	SFRP4	324.5	ENSG00000106483
ENSG00000106484	Q5EB52	MEST	454.6	ENSG00000106484
ENSG00000106511	P50222	MEOX2	454.6	ENSG00000106511
ENSG00000106524	Q8IV38	ANKMY2	910.0	ENSG00000106524
ENSG00000106526	Q9C0K3	ACTR3C	0.0	ENSG00000106526
ENSG00000106536	P78424	POU6F2	454.6	ENSG00000106536
ENSG00000106537	O95857	TSPAN13	454.6	ENSG00000106537
ENSG00000106538	Q99969	RARRES2	324.5	ENSG00000106538
ENSG00000106540	Q9NRH1		454.6	ENSG00000106540
ENSG00000106541	O95994	AGR2	454.6	ENSG00000106541
ENSG00000106546	P35869	AHR	910.0	ENSG00000106546
ENSG00000106554	Q9NX63	CHCHD3	454.6	ENSG00000106554
ENSG00000106560	Q9UG22	GIMAP2	454.6	ENSG00000106560
ENSG00000106565	Q3YBM2	TMEM176B	0.0	ENSG00000106565
ENSG00000106571	P10071	GLI3	454.6	ENSG00000106571
ENSG00000106588	P25787	PSMA2	1628.0	ENSG00000106588
ENSG00000106591	Q9BYC8	MRPL32	910.0	ENSG00000106591
ENSG00000106603	Q9GZY4	C7orf44	0.0	ENSG00000106603
ENSG00000106605	P53004	BLVRA	454.6	ENSG00000106605
ENSG00000106608	Q8TCY9	URGCP	91.0	ENSG00000106608
ENSG00000106609	Q9NWD8	C7orf42	454.6	ENSG00000106609
ENSG00000106610	Q8TBR4	STAG3L4	0.0	ENSG00000106610
ENSG00000106615	Q15382	RHEB	1368.0	ENSG00000106615
ENSG00000106617	Q9UGJ0	PRKAG2	1628.0	ENSG00000106617
ENSG00000106624	Q8IUX7	AEBP1	454.6	ENSG00000106624
ENSG00000106628	P49005	POLD2	1628.0	ENSG00000106628
ENSG00000106631	Q01449	MYL7	91.0	ENSG00000106631
ENSG00000106633	P35557	GCK	0.0	ENSG00000106633
ENSG00000106635	Q9BQE9	BCL7B	91.0	ENSG00000106635
ENSG00000106636	O15498	YKT6	1628.0	ENSG00000106636
ENSG00000106638	Q9Y4P3	TBL2	1628.0	ENSG00000106638
ENSG00000106648	Q7Z4T8	GALNTL5	91.0	ENSG00000106648
ENSG00000106665	Q9UDT6	CLIP2	454.6	ENSG00000106665
ENSG00000106682	Q15056	EIF4H	454.6	ENSG00000106682
ENSG00000106683	P53667	LIMK1	454.6	ENSG00000106683
ENSG00000106686	Q8N4H0	C9orf68	91.0	ENSG00000106686
ENSG00000106688	P43005	SLC1A1	454.6	ENSG00000106688
ENSG00000106689	P50458	LHX2	454.6	ENSG00000106689
ENSG00000106692	O75072	FKTN	454.6	ENSG00000106692
ENSG00000106701	Q9BXM9	FSD1L	91.0	ENSG00000106701
ENSG00000106714	Q9BZ76	CNTNAP3	910.0	ENSG00000106714
ENSG00000106723	Q9Y657	SPIN1	454.6	ENSG00000106723
