genesymbol,ensg_id,Length
CITED2,ENSG00000164442,2535
FAM26D,ENSG00000164451,1932
T,ENSG00000164458,2629
CREBRF,ENSG00000164463,12333
DCBLD1,ENSG00000164465,6819
SFXN1,ENSG00000164466,7572
SAMD3,ENSG00000164483,6903
TMEM200A,ENSG00000164484,6137
IL22RA2,ENSG00000164485,2897
DACT2,ENSG00000164488,4223
PDSS2,ENSG00000164494,3926
C7orf72,ENSG00000164500,2028
STXBP5,ENSG00000164506,10504
HIST1H2AA,ENSG00000164508,396
IL31RA,ENSG00000164509,4576
ANKRD55,ENSG00000164512,2979
RAET1E,ENSG00000164520,3004
PI16,ENSG00000164530,2332
TBX20,ENSG00000164532,1875
DAGLB,ENSG00000164535,5756
KIAA0895,ENSG00000164542,6728
STK17A,ENSG00000164543,4943
TRA2A,ENSG00000164548,3516
FAM183B,ENSG00000164556,1595
GALNT10,ENSG00000164574,10496
SAP30L,ENSG00000164576,6755
RPS14,ENSG00000164587,4544
HCN1,ENSG00000164588,5405
MYOZ3,ENSG00000164591,6037
COG5,ENSG00000164597,8467
NEUROD6,ENSG00000164600,2131
C7orf60,ENSG00000164603,4138
GPR85,ENSG00000164604,7396
SLU7,ENSG00000164609,5082
RP9,ENSG00000164610,1898
PTTG1,ENSG00000164611,2013
CAMLG,ENSG00000164615,2221
FBXL21,ENSG00000164616,3008
BMPER,ENSG00000164619,5888
RELL2,ENSG00000164620,2596
SMAD5-AS1,ENSG00000164621,1816
KCNK5,ENSG00000164626,3756
KIF6,ENSG00000164627,11868
ZNF12,ENSG00000164631,5297
SLC29A4,ENSG00000164638,5811
C7orf62,ENSG00000164645,1023
STEAP1,ENSG00000164647,1625
CDCA7L,ENSG00000164649,4074
SP8,ENSG00000164651,3718
MIOS,ENSG00000164654,6714
KIAA1324L,ENSG00000164659,8115
USP49,ENSG00000164663,10921
INTS4P1,ENSG00000164669,2546
SYTL3,ENSG00000164674,2896
IQUB,ENSG00000164675,5893
HEY1,ENSG00000164683,3232
ZNF704,ENSG00000164684,15008
FABP5,ENSG00000164687,2077
SHH,ENSG00000164690,5038
TAGAP,ENSG00000164691,4089
COL1A2,ENSG00000164692,11156
FNDC1,ENSG00000164694,6854
CHMP4C,ENSG00000164695,1866
SLC13A4,ENSG00000164707,8015
PGAM2,ENSG00000164708,857
BRI3,ENSG00000164713,5139
LMTK2,ENSG00000164715,9139
SLC35G3,ENSG00000164729,2004
CTSB,ENSG00000164733,7428
SOX17,ENSG00000164736,2342
SEPT7P5,ENSG00000164740,306
DLC1,ENSG00000164741,10988
ADCY1,ENSG00000164742,13530
C8orf48,ENSG00000164743,1445
SUN3,ENSG00000164744,1732
C7orf57,ENSG00000164746,2275
HNF4G,ENSG00000164749,4806
PEX2,ENSG00000164751,4969
RAD21,ENSG00000164754,6192
SLC30A8,ENSG00000164756,6279
MED30,ENSG00000164758,1440
TNFRSF11B,ENSG00000164761,2827
SBSPON,ENSG00000164764,4383
PHKG1,ENSG00000164776,2762
EN2,ENSG00000164778,3395
KCNV1,ENSG00000164794,6979
CSMD3,ENSG00000164796,20567
SPIDR,ENSG00000164808,7477
ORC5,ENSG00000164815,3724
DEFA5,ENSG00000164816,449
DNAAF5,ENSG00000164818,7137
DEFA4,ENSG00000164821,617
DEFA6,ENSG00000164822,469
OSGIN2,ENSG00000164823,4681
DEFB1,ENSG00000164825,478
SUN1,ENSG00000164828,11811
OXR1,ENSG00000164830,7269
TMEM74,ENSG00000164841,2877
FAM86FP,ENSG00000164845,994
GPR146,ENSG00000164849,3160
GPER1,ENSG00000164850,3149
UNCX,ENSG00000164853,2048
TMEM184A,ENSG00000164855,7805
NOS3,ENSG00000164867,5953
SPAG11B,ENSG00000164871,1973
MICALL2,ENSG00000164877,8843
CA3,ENSG00000164879,2310
INTS1,ENSG00000164880,9062
CDK5,ENSG00000164885,2938
SLC4A2,ENSG00000164889,7590
SLC7A13,ENSG00000164893,2246
FASTK,ENSG00000164896,3805
TMUB1,ENSG00000164897,2005
C7orf55,ENSG00000164898,1524
GBX1,ENSG00000164900,1467
PHAX,ENSG00000164902,4319
ALDH7A1,ENSG00000164904,6911
FOXK1,ENSG00000164916,13093
COX6C,ENSG00000164919,3066
OSR2,ENSG00000164920,2930
YWHAZ,ENSG00000164924,8555
BAALC,ENSG00000164929,3997
FZD6,ENSG00000164930,4065
CTHRC1,ENSG00000164932,1776
SLC25A32,ENSG00000164933,3654
DCAF13,ENSG00000164934,9199
DCSTAMP,ENSG00000164935,2778
TP53INP1,ENSG00000164938,5676
INTS8,ENSG00000164941,7866
KIAA1429,ENSG00000164944,10771
FREM1,ENSG00000164946,10762
GEM,ENSG00000164949,2648
PDP1,ENSG00000164951,5603
TMEM67,ENSG00000164953,8281
KIAA0196,ENSG00000164961,4784
RPP25L,ENSG00000164967,1092
FAM219A,ENSG00000164970,3782
C9orf24,ENSG00000164972,1439
SNAPC3,ENSG00000164975,6684
KIAA1161,ENSG00000164976,6398
NUDT2,ENSG00000164978,1075
TMEM65,ENSG00000164983,9029
PSIP1,ENSG00000164985,6768
CCDC171,ENSG00000164989,15144
UBAP1,ENSG00000165006,2772
DIRAS2,ENSG00000165023,4385
SYK,ENSG00000165025,5210
NIPSNAP3B,ENSG00000165028,2178
ABCA1,ENSG00000165029,11350
NFIL3,ENSG00000165030,2085
LETM2,ENSG00000165046,6114
METTL2B,ENSG00000165055,6749
PRKACG,ENSG00000165059,1609
FXN,ENSG00000165060,2939
ZMAT4,ENSG00000165061,3691
NKX6-3,ENSG00000165066,2412
TMEM71,ENSG00000165071,3332
MAMDC2,ENSG00000165072,3854
PRSS37,ENSG00000165076,2203
CPA6,ENSG00000165078,2395
C8orf34,ENSG00000165084,10499
TMC1,ENSG00000165091,4615
ALDH1A1,ENSG00000165092,2849
KDM1B,ENSG00000165097,4595
HGSNAT,ENSG00000165102,8943
RASEF,ENSG00000165105,6649
GKAP1,ENSG00000165113,3381
KIF27,ENSG00000165115,5140
C9orf64,ENSG00000165118,2729
HNRNPK,ENSG00000165119,5114
SSMEM1,ENSG00000165120,1159
RP11-213G2.3,ENSG00000165121,1656
SVEP1,ENSG00000165124,14190
TRPV6,ENSG00000165125,11925
C7orf34,ENSG00000165131,923
ANKS6,ENSG00000165138,8804
FBP1,ENSG00000165140,1668
TMEM246,ENSG00000165152,5568
ZHX1,ENSG00000165156,6741
CXorf22,ENSG00000165164,11254
CYBB,ENSG00000165168,4423
DYNLT3,ENSG00000165169,3186
WBSCR27,ENSG00000165171,1469
MID1IP1,ENSG00000165175,3790
NCF1C,ENSG00000165178,1427
C9orf84,ENSG00000165181,6276
CXorf58,ENSG00000165182,1925
KIAA1958,ENSG00000165185,13119
PTCHD1,ENSG00000165186,14895
RNF183,ENSG00000165188,3646
ASB11,ENSG00000165192,3140
PCDH19,ENSG00000165194,9756
PIGA,ENSG00000165195,3746
FIGF,ENSG00000165197,2153
OR1Q1,ENSG00000165202,945
OR1K1,ENSG00000165204,951
STRBP,ENSG00000165209,8097
CLDN3,ENSG00000165215,1274
GAPVD1,ENSG00000165219,13625
C9orf89,ENSG00000165233,3081
WNK2,ENSG00000165238,13198
ATP7A,ENSG00000165240,8529
ZNF367,ENSG00000165244,3646
NLGN4Y,ENSG00000165246,8206
HDX,ENSG00000165259,7258
NDUFB6,ENSG00000165264,1388
AQP7,ENSG00000165269,5253
NOL6,ENSG00000165271,5906
AQP3,ENSG00000165272,2928
TRMT10B,ENSG00000165275,2866
VCP,ENSG00000165280,5438
PIGO,ENSG00000165282,7209
STOML2,ENSG00000165283,1806
BRWD3,ENSG00000165288,12694
SLITRK5,ENSG00000165300,21103
MELK,ENSG00000165304,3087
ARMC3,ENSG00000165309,6999
OTUD1,ENSG00000165312,2933
ARHGAP12,ENSG00000165322,5938
FAT3,ENSG00000165323,19280
CCDC67,ENSG00000165325,4227
HECTD2,ENSG00000165338,11408
SLC7A3,ENSG00000165349,2265
FBXO33,ENSG00000165355,3853
DDX26B,ENSG00000165359,7177
GPR101,ENSG00000165370,1527
CLDN2,ENSG00000165376,3410
LRFN5,ENSG00000165379,6140
LRRC18,ENSG00000165383,1631
SPTSSA,ENSG00000165389,2777
WRN,ENSG00000165392,5634
8-Mar,ENSG00000165406,7539
TSHR,ENSG00000165409,5519
CFL2,ENSG00000165410,7179
SUGT1,ENSG00000165416,15102
GTF2A1,ENSG00000165417,6819
ZCCHC24,ENSG00000165424,5051
PGM2L1,ENSG00000165434,8820
PHYHIPL,ENSG00000165443,4093
SLC16A9,ENSG00000165449,4429
FOLR2,ENSG00000165457,1416
INPPL1,ENSG00000165458,6519
PHOX2A,ENSG00000165462,1784
MBL2,ENSG00000165471,3569
GJB2,ENSG00000165474,2427
CRYL1,ENSG00000165475,2196
REEP3,ENSG00000165476,5205
HEPACAM,ENSG00000165478,3829
SKA3,ENSG00000165480,3048
MICU2,ENSG00000165487,3645
DDIAS,ENSG00000165490,5339
PCF11,ENSG00000165494,9951
PKNOX2,ENSG00000165495,6538
RPL10L,ENSG00000165496,812
LRR1,ENSG00000165501,2359
RPL36AL,ENSG00000165502,746
DNAAF2,ENSG00000165506,2963
C10orf10,ENSG00000165507,2979
MAGEC3,ENSG00000165509,2763
C10orf25,ENSG00000165511,3078
ZNF22,ENSG00000165512,2551
KLHDC2,ENSG00000165516,6841
EML5,ENSG00000165521,11000
NEMF,ENSG00000165525,9426
RPUSD4,ENSG00000165526,4083
ARF6,ENSG00000165527,3865
TTC8,ENSG00000165533,6257
TMEM63C,ENSG00000165548,6363
NGB,ENSG00000165553,1884
NOXRED1,ENSG00000165555,2492
CDX2,ENSG00000165556,4122
AMER2,ENSG00000165566,10605
AKR1E2,ENSG00000165568,2417
KBTBD6,ENSG00000165572,5178
SSX5,ENSG00000165583,1668
SSX3,ENSG00000165584,2107
OTX2,ENSG00000165588,3272
FAAH2,ENSG00000165591,2019
DRGX,ENSG00000165606,2890
NUDT5,ENSG00000165609,4969
DACT1,ENSG00000165617,4490
OXGR1,ENSG00000165621,2659
UCMA,ENSG00000165623,829
BEND7,ENSG00000165626,9815
ATP5C1,ENSG00000165629,2326
PRPF18,ENSG00000165630,1865
TAF3,ENSG00000165632,4872
VSTM4,ENSG00000165633,8633
VDAC2,ENSG00000165637,2827
SOHLH1,ENSG00000165643,1987
COMTD1,ENSG00000165644,1580
SLC18A2,ENSG00000165646,4125
PDZD8,ENSG00000165650,9881
ZNF503,ENSG00000165655,3347
FAM175B,ENSG00000165660,2992
QSOX2,ENSG00000165661,4530
FAM204A,ENSG00000165669,15018
NSD1,ENSG00000165671,15242
PRDX3,ENSG00000165672,3417
ENOX2,ENSG00000165675,4279
GHITM,ENSG00000165678,2438
CLEC1B,ENSG00000165682,3670
SNAPC4,ENSG00000165684,5010
TMEM52B,ENSG00000165685,3489
PMPCA,ENSG00000165688,6590
SDCCAG3,ENSG00000165689,3133
FRMD7,ENSG00000165694,3324
AK8,ENSG00000165695,2731
C9orf9,ENSG00000165698,2823
TSC1,ENSG00000165699,9911
GFI1B,ENSG00000165702,2872
HPRT1,ENSG00000165704,1624
LOH12CR1,ENSG00000165714,4980
FAM69B,ENSG00000165716,2704
ZMYND19,ENSG00000165724,2372
STOX1,ENSG00000165730,3568
RET,ENSG00000165731,6661
DDX21,ENSG00000165732,5020
BMS1,ENSG00000165733,7753
STK32C,ENSG00000165752,3543
KIAA1462,ENSG00000165757,9515
OR4K2,ENSG00000165762,1078
FUNDC2,ENSG00000165775,10252
TMEM55B,ENSG00000165782,3803
METTL17,ENSG00000165792,4449
SLC39A2,ENSG00000165794,1575
NDRG2,ENSG00000165795,7550
RNASE7,ENSG00000165799,1499
ARHGEF40,ENSG00000165801,8189
NSMF,ENSG00000165802,4915
ZNF219,ENSG00000165804,6679
C12orf50,ENSG00000165805,5609
CASP7,ENSG00000165806,3528
PPP1R36,ENSG00000165807,3093
BTNL9,ENSG00000165810,5565
CCDC186,ENSG00000165813,8991
VWA2,ENSG00000165816,3301
METTL3,ENSG00000165819,5894
SALL2,ENSG00000165821,5382
PRAP1,ENSG00000165828,1478
TRUB1,ENSG00000165832,3601
ERICH6B,ENSG00000165837,2940
CYP2C19,ENSG00000165841,2812
ZFYVE1,ENSG00000165861,5306
C10orf82,ENSG00000165863,2411
HSPA12A,ENSG00000165868,6754
FAM35BP,ENSG00000165874,3630
FRAT1,ENSG00000165879,2649
UBTD1,ENSG00000165886,1706
ANKRD2,ENSG00000165887,1451
E2F7,ENSG00000165891,6303
ARHGAP42,ENSG00000165895,6944
ISCA2,ENSG00000165898,3061
OTOGL,ENSG00000165899,8380
GYLTL1B,ENSG00000165905,3115
PACSIN3,ENSG00000165912,2752
TTC7B,ENSG00000165914,21268
SLC39A13,ENSG00000165915,4584
PSMC3,ENSG00000165916,2276
RAPSN,ENSG00000165917,1918
AGBL2,ENSG00000165923,5483
TC2N,ENSG00000165929,6147
CPSF2,ENSG00000165934,13595
SMCO2,ENSG00000165935,1978
MOAP1,ENSG00000165943,2537
IFI27L1,ENSG00000165948,2380
IFI27,ENSG00000165949,4147
SERPINA12,ENSG00000165953,2276
CLMN,ENSG00000165959,15701
PDZRN4,ENSG00000165966,4586
SLC6A5,ENSG00000165970,7114
CCDC38,ENSG00000165972,5296
NELL1,ENSG00000165973,5309
PTER,ENSG00000165983,4003
C1QL3,ENSG00000165985,2493
CACNB2,ENSG00000165995,6537
PTPLA,ENSG00000165996,3102
ARL5B,ENSG00000165997,7196
SMCO4,ENSG00000166002,1223
CEP295,ENSG00000166004,9495
KCNC2,ENSG00000166006,6368
TRIM51HP,ENSG00000166007,1878
TAF1D,ENSG00000166012,8420
TRIM53BP,ENSG00000166013,1720
ABTB2,ENSG00000166016,4973
R3HCC1L,ENSG00000166024,3571
AMOTL1,ENSG00000166025,10035
HTRA1,ENSG00000166033,2120
LIPC,ENSG00000166035,5184
CEP57,ENSG00000166037,7101
TCP11L2,ENSG00000166046,6558
PASD1,ENSG00000166049,4429
SPRED1,ENSG00000166068,8260
TMCO5A,ENSG00000166069,5313
GPR176,ENSG00000166073,5128
JAM3,ENSG00000166086,5451
IL25,ENSG00000166090,1367
CMTM5,ENSG00000166091,2875
RP11-299H22.3,ENSG00000166104,3896
GLB1L3,ENSG00000166105,8945
ADAMTS15,ENSG00000166106,5673
SVOP,ENSG00000166111,7270
SPATA19,ENSG00000166118,898
GPT2,ENSG00000166123,6354
AMN,ENSG00000166126,4646
RAB8B,ENSG00000166128,5200
IKBIP,ENSG00000166130,4163
RPUSD2,ENSG00000166133,2482
HIF1AN,ENSG00000166135,13950
NDUFB8,ENSG00000166136,1999
ZFYVE19,ENSG00000166140,4779
PPP1R14D,ENSG00000166143,873
SPINT1,ENSG00000166145,3542
FBN1,ENSG00000166147,16057
AVPR1A,ENSG00000166148,5963
C16orf78,ENSG00000166152,1068
DEPDC4,ENSG00000166153,3118
LRTM2,ENSG00000166159,4277
OPN1MW2,ENSG00000166160,1261
BRD7,ENSG00000166164,8492
CKB,ENSG00000166165,2669
TRMT61A,ENSG00000166166,3229
BTRC,ENSG00000166167,6613
POLL,ENSG00000166169,5420
BAG5,ENSG00000166170,5271
DPCD,ENSG00000166171,1718
LARP6,ENSG00000166173,5554
API5,ENSG00000166181,4651
ASPG,ENSG00000166183,6125
ZNF319,ENSG00000166188,4274
HPS6,ENSG00000166189,2649
SENP8,ENSG00000166192,5007
NOLC1,ENSG00000166197,3970
ALKBH3,ENSG00000166199,2372
COPS2,ENSG00000166200,7510
GABRB3,ENSG00000166206,12730
SPIC,ENSG00000166211,1132
TBATA,ENSG00000166220,1717
SGPL1,ENSG00000166224,7486
FRS2,ENSG00000166225,7242
CCT2,ENSG00000166226,4322
PCBD1,ENSG00000166228,1614
ARIH1,ENSG00000166233,22880
C16orf71,ENSG00000166246,4656
CLMP,ENSG00000166250,5097
SCN3B,ENSG00000166257,9464
COX11,ENSG00000166260,6488
ZNF202,ENSG00000166261,4808
FAM227B,ENSG00000166262,6020
STXBP4,ENSG00000166263,18055
CYYR1,ENSG00000166265,3266
CUL5,ENSG00000166266,6742
MYRFL,ENSG00000166268,3524
WBP1L,ENSG00000166272,4281
C10orf32,ENSG00000166275,2708
C2,ENSG00000166278,5536
PLEKHF1,ENSG00000166289,2681
TMEM100,ENSG00000166292,2906
ANAPC16,ENSG00000166295,4324
SMPD1,ENSG00000166311,2750
APBB1,ENSG00000166313,5244
SYNPO2L,ENSG00000166317,5147
NUDT13,ENSG00000166321,2521
C11orf65,ENSG00000166323,3524
TRIM44,ENSG00000166326,13077
CCDC182,ENSG00000166329,832
ILK,ENSG00000166333,3484
TAF10,ENSG00000166337,6103
TPP1,ENSG00000166340,4901
DCHS1,ENSG00000166341,10765
NETO1,ENSG00000166342,5509
MSS51,ENSG00000166343,2423
CYB5A,ENSG00000166347,9313
USP54,ENSG00000166348,9498
RAG1,ENSG00000166349,7815
POTED,ENSG00000166351,2636
C11orf74,ENSG00000166352,1474
WDR88,ENSG00000166359,1841
OR10A5,ENSG00000166363,1054
OR2D2,ENSG00000166368,1110
ATP9B,ENSG00000166377,14930
PPFIBP2,ENSG00000166387,9617
MOGAT2,ENSG00000166391,4139
CYB5R2,ENSG00000166394,8596
SERPINB7,ENSG00000166396,2637
KIAA0355,ENSG00000166398,7459
SERPINB8,ENSG00000166401,4998
TUB,ENSG00000166402,6722
RIC3,ENSG00000166405,7657
LMO1,ENSG00000166407,1690
OR5P1P,ENSG00000166408,925
IDH3A,ENSG00000166411,6832
WDR72,ENSG00000166415,8572
CRABP1,ENSG00000166426,993
PLD4,ENSG00000166428,6874
ZMAT1,ENSG00000166432,7514
XRRA1,ENSG00000166435,9086
TRIM66,ENSG00000166436,10816
RNF169,ENSG00000166439,7823
RPL27A,ENSG00000166441,7193
ST5,ENSG00000166444,14267
CDYL2,ENSG00000166446,8557
TMEM130,ENSG00000166448,4663
PRTG,ENSG00000166450,14566
CENPN,ENSG00000166451,3568
AKIP1,ENSG00000166452,2300
ATMIN,ENSG00000166454,6262
C16orf46,ENSG00000166455,2376
TMEM41B,ENSG00000166471,4422
PKD1L2,ENSG00000166473,18637
LEO1,ENSG00000166477,2679
ZNF143,ENSG00000166478,4233
TMX3,ENSG00000166479,7637
MFAP4,ENSG00000166482,2152
WEE1,ENSG00000166483,9239
MAPK7,ENSG00000166484,5196
FAM86GP,ENSG00000166492,971
PRKCB,ENSG00000166501,10037
HDGFRP3,ENSG00000166503,16253
NDST2,ENSG00000166507,4654
MCM7,ENSG00000166508,4387
CLEC3A,ENSG00000166509,3007
CCDC68,ENSG00000166510,5180
CLEC4E,ENSG00000166523,2422
ZNF3,ENSG00000166526,5424
CLEC4D,ENSG00000166527,2013
ZSCAN21,ENSG00000166529,2140
HSBP1P2,ENSG00000166530,229
RIMKLB,ENSG00000166532,8619
A2ML1,ENSG00000166535,7303
BEAN1,ENSG00000166546,7379
TK2,ENSG00000166548,7169
TMED3,ENSG00000166557,19470
SLC38A8,ENSG00000166558,1819
SEC11C,ENSG00000166562,4511
CPLX4,ENSG00000166569,3545
GALR1,ENSG00000166573,10299
TMEM135,ENSG00000166575,5030
IQCD,ENSG00000166578,2460
NDEL1,ENSG00000166579,7955
CENPV,ENSG00000166582,2302
CDH16,ENSG00000166589,3656
RRAD,ENSG00000166592,1709
FAM96B,ENSG00000166595,1070
CFAP52,ENSG00000166596,3078
HSP90B1,ENSG00000166598,4688
MC4R,ENSG00000166603,1666
BLCAP,ENSG00000166619,7869
SERPINB12,ENSG00000166634,1278
CHRFAM7A,ENSG00000166664,6837
ATF7IP2,ENSG00000166669,6391
MMP10,ENSG00000166670,1758
TVP23A,ENSG00000166676,5281
NGFRAP1,ENSG00000166681,1080
TMPRSS5,ENSG00000166682,2662
COG1,ENSG00000166685,5317
PLEKHA7,ENSG00000166689,9575
OR5M13P,ENSG00000166693,937
ZNF606,ENSG00000166704,7635
ZCCHC18,ENSG00000166707,3389
B2M,ENSG00000166710,3728
ZNF592,ENSG00000166716,8134
CASC4,ENSG00000166734,6948
HTR3A,ENSG00000166736,2772
NNMT,ENSG00000166741,2919
ACSM1,ENSG00000166743,2871
AP1G1,ENSG00000166747,10980
AGBL1,ENSG00000166748,4481
SLFN5,ENSG00000166750,10709
CATSPER2,ENSG00000166762,8403
STRCP1,ENSG00000166763,5328
ZNF667-AS1,ENSG00000166770,3629
C16orf45,ENSG00000166780,3688
KIAA0430,ENSG00000166783,10919
SAA3P,ENSG00000166787,653
SAAL1,ENSG00000166788,3070
YPEL4,ENSG00000166793,4460
PPIB,ENSG00000166794,1911
LDHC,ENSG00000166796,2095
FAM96A,ENSG00000166797,2427
LDHAL6A,ENSG00000166800,2586
FAM111A,ENSG00000166801,7221
KIAA0101,ENSG00000166803,3734
KIF7,ENSG00000166813,5001
LDHD,ENSG00000166816,2359
PLIN1,ENSG00000166819,3797
PEX11A,ENSG00000166821,3171
TMEM170A,ENSG00000166822,5572
MESP1,ENSG00000166823,2369
ANPEP,ENSG00000166825,4871
SCNN1G,ENSG00000166828,3507
RBPMS2,ENSG00000166831,2101
NAV2,ENSG00000166833,14535
ANKDD1A,ENSG00000166839,5042
GLYATL1,ENSG00000166840,5440
C18orf54,ENSG00000166845,6062
DCTN5,ENSG00000166847,12740
TERF2IP,ENSG00000166848,3379
PLK1,ENSG00000166851,4760
CLPX,ENSG00000166855,5461
GPR182,ENSG00000166856,3451
ZBTB39,ENSG00000166860,6170
CACNG2,ENSG00000166862,3224
TAC3,ENSG00000166863,1574
MYO1A,ENSG00000166866,4438
CHP2,ENSG00000166869,2382
TMEM194A,ENSG00000166881,5708
OR4D6,ENSG00000166884,1054
NAB2,ENSG00000166886,3010
VPS39,ENSG00000166887,8354
STAT6,ENSG00000166888,7298
PATL1,ENSG00000166889,4278
XRCC6BP1,ENSG00000166896,1373
ELFN2,ENSG00000166897,8782
STX3,ENSG00000166900,4449
MRPL16,ENSG00000166902,2271
PIP4K2C,ENSG00000166908,3299
MTMR10,ENSG00000166912,8817
YWHAB,ENSG00000166913,4017
MIR202HG,ENSG00000166917,822
C15orf48,ENSG00000166920,1405
SCG5,ENSG00000166922,2196
GREM1,ENSG00000166923,14606
NYAP1,ENSG00000166924,3586
TSC22D4,ENSG00000166925,3715
MS4A6E,ENSG00000166926,1057
MS4A7,ENSG00000166927,4348
MS4A14,ENSG00000166928,4006
MS4A5,ENSG00000166930,897
DIS3L,ENSG00000166938,5436
CCNDBP1,ENSG00000166946,6654
EPB42,ENSG00000166947,5574
TGM6,ENSG00000166948,2292
SMAD3,ENSG00000166949,9113
MS4A8,ENSG00000166959,2583
CCDC178,ENSG00000166960,4475
MS4A15,ENSG00000166961,2195
MAP1A,ENSG00000166963,10629
RCCD1,ENSG00000166965,4969
AKTIP,ENSG00000166971,5202
MAPRE2,ENSG00000166974,6180
EVA1C,ENSG00000166979,4353
TCP10L2,ENSG00000166984,4332
MARS,ENSG00000166986,7028
MBD6,ENSG00000166987,5646
CNPY4,ENSG00000166997,2475
PDIA3,ENSG00000167004,4240
NUDT21,ENSG00000167005,5954
NAT16,ENSG00000167011,3871
C15orf43,ENSG00000167014,1487
NKX3-1,ENSG00000167034,3271
SGSM1,ENSG00000167037,8607
RP11-93B14.6,ENSG00000167046,1933
DUSP18,ENSG00000167065,4450
TEF,ENSG00000167074,4715
MEI1,ENSG00000167077,5393
B4GALNT2,ENSG00000167080,8961
PBX3,ENSG00000167081,4529
GNGT2,ENSG00000167083,1689
PHB,ENSG00000167085,3838
SNRPD1,ENSG00000167088,4909
TTC16,ENSG00000167094,6370
SUN5,ENSG00000167098,1475
SAMD14,ENSG00000167100,7016
PIP5KL1,ENSG00000167103,3341
BPIFB6,ENSG00000167104,1676
TMEM92,ENSG00000167105,3101
FAM102A,ENSG00000167106,6100
ACSF2,ENSG00000167107,5797
GOLGA2,ENSG00000167110,6961
TRUB2,ENSG00000167112,6125
COQ4,ENSG00000167113,4814
SLC27A4,ENSG00000167114,3110
LINC00483,ENSG00000167117,3663
URM1,ENSG00000167118,4410
CERCAM,ENSG00000167123,6059
DOLPP1,ENSG00000167130,2249
CCDC103,ENSG00000167131,3895
ENDOG,ENSG00000167136,1172
TBC1D21,ENSG00000167139,1226
PRRX2,ENSG00000167157,1311
UGT1A6,ENSG00000167165,5180
C15orf39,ENSG00000167173,5812
ISLR2,ENSG00000167178,6101
SP2,ENSG00000167182,3184
PRR15L,ENSG00000167183,1519
COQ7,ENSG00000167186,4120
GPRC5B,ENSG00000167191,6667
CRK,ENSG00000167193,4090
C16orf92,ENSG00000167194,1115
GOLGA6C,ENSG00000167195,2082
FBXO22,ENSG00000167196,11837
TBC1D2B,ENSG00000167202,9763
NOD2,ENSG00000167207,5747
SNX20,ENSG00000167208,5754
LOXHD1,ENSG00000167210,9020
KATNAL2,ENSG00000167216,4783
HDHD2,ENSG00000167220,4704
ZNF91,ENSG00000167232,10397
IGF2,ENSG00000167244,6979
RNF214,ENSG00000167257,4398
CDK12,ENSG00000167258,12773
DPEP2,ENSG00000167261,3498
DUS2,ENSG00000167264,4472
POP5,ENSG00000167272,2173
ENGASE,ENSG00000167280,6173
RBFOX3,ENSG00000167281,9873
ATP5L,ENSG00000167283,3382
CD3D,ENSG00000167286,929
TBC1D16,ENSG00000167291,11555
ENTHD2,ENSG00000167302,4762
MYO5B,ENSG00000167306,10488
ART5,ENSG00000167311,1691
ACAA2,ENSG00000167315,5072
STIM1,ENSG00000167323,7130
RRM1,ENSG00000167325,4177
OR51E2,ENSG00000167332,2872
TRIM68,ENSG00000167333,4282
MMP26,ENSG00000167346,1308
AC104389.28,ENSG00000167355,2771
OR51I1,ENSG00000167359,945
OR51Q1,ENSG00000167360,1096
FN3K,ENSG00000167363,3872
PRRT2,ENSG00000167371,3573
ZNF23,ENSG00000167377,7287
IRGQ,ENSG00000167378,9869
ZNF226,ENSG00000167380,6922
ZNF180,ENSG00000167384,4783
POM121L3P,ENSG00000167390,1163
PPP2R3B,ENSG00000167393,9015
ZNF668,ENSG00000167394,3935
ZNF646,ENSG00000167395,8635
VKORC1,ENSG00000167397,2191
GNG8,ENSG00000167414,216
LPO,ENSG00000167419,6433
CA4,ENSG00000167434,2424
SMG8,ENSG00000167447,3752
LINC00905,ENSG00000167459,2692
TPM4,ENSG00000167460,7414
RAB8A,ENSG00000167461,5191
GPX4,ENSG00000167468,2019
MIDN,ENSG00000167470,4492
JSRP1,ENSG00000167476,1950
FAM129C,ENSG00000167483,6628
KLHL26,ENSG00000167487,4797
GATAD2A,ENSG00000167491,7296
NOS2P2,ENSG00000167494,340
MVD,ENSG00000167508,4717
CDT1,ENSG00000167513,3336
TRAPPC2L,ENSG00000167515,4463
ANKRD11,ENSG00000167522,16949
SPATA33,ENSG00000167523,5746
SGK494,ENSG00000167524,4663
PROCA1,ENSG00000167525,4829
RPL13,ENSG00000167526,6172
ZNF641,ENSG00000167528,8474
LALBA,ENSG00000167531,1247
CACNB3,ENSG00000167535,7153
DHRS13,ENSG00000167536,2944
TP53I13,ENSG00000167543,4570
KMT2D,ENSG00000167548,20476
CORO6,ENSG00000167549,4321
RHEBL1,ENSG00000167550,1290
TUBA1A,ENSG00000167552,3421
TUBA1C,ENSG00000167553,4631
ZNF610,ENSG00000167554,3546
ZNF528,ENSG00000167555,8530
ZNF701,ENSG00000167562,6294
SERTAD3,ENSG00000167565,2218
NCKAP5L,ENSG00000167566,8090
RAB4B,ENSG00000167578,3937
AQP2,ENSG00000167580,4305
GPD1,ENSG00000167588,3991
PROSER3,ENSG00000167595,6327
CYP2S1,ENSG00000167600,2874
AXL,ENSG00000167601,5154
NFKBID,ENSG00000167604,3198
TMC4,ENSG00000167608,3062
ANKRD33,ENSG00000167612,3705
LAIR1,ENSG00000167613,8071
